tweet,class
hi teddy corpuz . # rocksteddy # band # enjoy # idol # omg,0
weekendis here # selfie # yolo # xoxo # like4like,0
user know color skin . stop friendly reminders bitch .,1
"# porn , # android , # iphone , # ipad , # sex , # xxx , # closeup amateur pussy player milf close",1
user tori amos matters ever via user,0
user yankees p michael pineda ejected game substance found neck,0
user say sound like little bitch nagging shit u,1
shot inside pussy office woman,1
user honestly kind get offended people ask eyelashes fake . fake eyelashes arent long bitches .,1
user much happiest place eah,0
bitches tryna wash shit low lol funny af,1
im jog higher stupid bitch ass hoe user saab1user,1
"# dad , guiding hand # shoulder remain # forever # fathers # day",0
barbara hepwoh works raise 2.2m old school # # hepwoh # sculpture,0
"yeah , bitch , aint bad , hit pass",1
bathe slams gypsy tears,0
follow twitter loud cunt swings wintersmith dont stranger,1
tell bae ho tre testicoli means love eyes italian,1
user yall excited strip mall built louisiana claiborne ? ? bitch gone fiya,1
user twitter ho % jus take pic ass somebodysmh .,1
season ends cliffhanger # fcku # havetowaitlikeayear # ugh,0
user ha shyt niggas tell hoes 2 ho wan na .,1
user ill scream france tom # iu # iubb # hoosiers # creanandcrimson,0
user # mcconnell obstruction goes way back discovered # obama black,1
ion speak flaw niggas thirsty hoes i.g boyyyyyy look,1
user said got workouts pussy,1
guess bring back # theodyssey # reboot,0
"born black ; would tons kids , never work , get lots free stuff bitch thank god wasntwhat drag id b",1
"user brees need black hoe , cheating man work offshore , would fuck baby bed w",1
"user user whats good , family ? gym looking hoes hit u later",1
next sunday faggot user,1
fragrance spotlight get happy spring / summer clinique latf usa,0
girl get fuck leg fucking,1
hate texting boring bitches,1
dollar every time someone called maggie id make rain hoes,1
user pussy farts embarrassing ?,1
chris faggot,1
user user need bitch,1
cant take 2016 more   plz let gurrrrl play  # letrussiaplay # russianteam,0
user saw homeless man sleeping box surrounded bubble wrap . must new alarm system . arent even funny bitch,1
"user feel sorry da females dont get deserve , hoe bitches get treated like queens",1
user woman shouldnt complain cleaning house . man always take trash .,0
user user user hope u gon na raise roof tonight user ? cos im gunna,0
factsguide think really happens . # motivation,0
user user r u african ur frican bitch,1
bitches,1
even moms knows dont fuck ghetto people,1
thankful emotions. # thankful # positive,0
# male # male # body # massage # noida # ending # service .,0
thankful life live direction im going 14509,0
# christians saying racist  enough protest denounce # retweet,1
weird ass bitches,1
punk ass broke faggots .,1
# raining finally relief hot summer . thanks rain god . # monsoon everyone .,0
nigga u cunt yo fendi clutch,1
"user user aw . .fag , dont tweet aw lol",1
user user user user allocation 1.127tn justice laworder . kintu kidogo,0
user hoe waited got 45 make sextape chile oh lord,1
user cool cool fuck wit u nicca,1
user call yellow bone,0
"user user user user user user well user repoed first , means russia beat us s",0
user need monkey bars tricycle,0
bts day pay,0
user oh yeah fuck bitch,1
user dance monkey dance,0
user lot males need dress real men halloween since yall acting like bitches year .,1
user bad bitches,1
dads tax returns ? must difficult racist fraud parent .,0
user white girls date black guys hate black culture let stupid ass white girlfriends talk shit say nig,1
user hate lose something mom says well guess wasnt important like bitch lost grocery st,1
user user lol caitlyn cant carry 3 retards,1
"user bitches tweeting relationship goals w / man , job , real desire stop hoe partying every weekend . jus iph",1
user # chroniclescontinues moment user steals favorite color asks im . # #,0
dont believe hoes .,1
. countdown # forever,0
lmfao straight retarded shit,1
user user find turtle ; find hoes,1
oh user saying democrats lost # teabagger vote ? lmao bobble head # morningjoe,0
hoes trying 2much 2much,1
ask tht bitch gon let yung nigga blast tht ass,1
eyes wings also shore drown . # oneword # makesmewantodrink,0
ebola sounds like hood hoe,1
user two different things hoes know lot hoes think yal know,1
"like good weed , like bad bitches roll",1
"user love really blind , stupid cunt feeling .",1
bad bitches dirty ass houses,1
# greathonour # careerconvos user user,0
user get worshiping bitch woof woof,1
user seen 2 pregnant bitches fight look like sumo wrestlers ?,1
"user actually , last episode strange one happy end . # got # gameofthrones",0
user # amreading book antigravity . cant put,0
user user black bitches drive fav song come pt 1 . # golilstacy,1
user hey works . people hate long im still happy bitch want,1
finally received user user,0
happy sunday everybody # sunday # bymodels # sun # smile,0
bullets nigguh tru jeans,1
u hit list bitch kill yo self,1
user tag pussy ill fite u,1
user user twitpic reaction find love life selling pussy / sold pussy backpage,1
user ready archery,0
headline porays mindset majority # pakistan # unfounate,0
user fuck heat bandwagon riders . know u sound like hoes mad man cheated fat booty bitch,1
user lmaoo user thats legal tackle faggot user seriously ?,1
blacks ? blacks ? blacks ? facepalm smh,1
ruby ugly # bunga bunga,0
haunting atmospherics # studiotime,0
work fakest people ever # sodone,0
"user smart wont pretty forever , bitch .",1
# china tailwind expos  danske bank # blog # silver # gold # forex,0
let show pussy work user brian mcknight accolades . music everything . everything .,1
victim # islamophobia adam saleh refers black people abeed ( slaves ) one sketches .,1
would never fight nigga vagina.thats hoes lmao,1
update user # analytics # security # taichi # motivation,0
money hungry hoes never get crumb,0
"note self boiling water hot , monkey brain",0
"user user ohh yaa , wants brooke pinkie toe bang coffee table . twat lol",1
man bad washington heights chick dyckman likes grabs pussy yells whats good son im still fuckin,1
user checking new toy,0
# play # kid # smile # heal # pain .,0
user bitch u lame af get times pop ass user makes kinda sad,1
user raided nickis wig closet summer bad gals wan na fun bitch nerve smh,0
im sucker colored eyes,0
every time ask something waitress touches knee till im done asking . mean tryna give nigga pussy dont .,1
user saddest saddest aspect peshawar scuffle lesson taught father young son,0
never friends entire time lived # virginia . one cool . hope white trash southerners die .,1
yaaaaasssss orded # jeffreestar # beautykillerpalette . sooooo,0
award winning chilli sauces  # celebrate # chillisauce,0
noticing empty prime retail space chicagos trump tower .,0
user im happy know god always woh watching william mcdowell tonight # god,0
fuckin dudes bitch refsshut fuck play,1
ready . # iam # positive # affirmation,0
bitch brought food said surprise . thirsty bitch .,1
"dear grumpy bitch gibsons , one wants hear personal life .",1
time user,0
"user theres much mayhem going shootings bombing , barely keep .",0
user bitch says traffic stop bitch stop making excuses,1
america isnt racist . plethora reasons someone like obama . youre ignorant many fashio,1
fo woh pastors say officers acts viral video arrests racist,1
"come work , open email find amazing message patient # smiles # love",0
childhood routines create independent adults . # momtips,0
user knocked bitch soul body lol,1
following whole bunch bitches look better girl dont nothin make wan na cheat,1
user dese hoes actin,1
user trash though ?,1
demolition begins # farewellboleyn # whufc # westham # olympicstadium # london,0
prayers # orlando # prayingfororlando # loveconquershate,0
user watched 1st season bc wanted see diff sides elijah . see thristy hoe uses walgreens hair dye,1
user comeover bitch,1
ion care niggas date b bitch make happy cool,1
# fadfudge wishing # fathers # day . sons first hero daughters first love .,0
swear hoe following ever since went break,1
user 1 / 2 told # voterid laws # stillwithher # liberal # democrats need # wakeup reali,1
crashing burning.bankruptcy # 6 works,0
( user slag children ? love show butreally ? user,0
user user point sasquatch bitch,1
user go sleep bitch,1
user remember paused allstar game honor mariano rivera ? # tbt,0
user ima act like hit hoe pass like earlier,1
dance like tomorrow baby sister evavlachava  # pay # time,0
movies made facilitate dudes pick girls . think side box lil nigguh,1
bad view . bad view # adventures # toinfinityandbeyond user bar,0
comes time life got stop caring go whats meant happen peace . # truth,0
shitting crusty hoes,1
user shes really nice get know shes bitch youll get used .,1
slowbros hoes,1
"user girl told period , immediately power bombed hoe ass",1
user wow like 3 years late bitch,1
user jameis winston nigger,1
kaya alex arrived # girlsactive conference user,0
ill place stars world falls falling repulsive little chap .,0
user insecure much put insults one tweet . fucking dumbass dude id wreck faggot,1
perfect happy songs playlist find # music # photography # # writing # love,0
user oreo shake,0
friend zone ass nigguh,1
nigga showed sad ass dog girl pit would look hoe say nigga gone,1
user lmao girlllaaaa dont like em chunky anymore .,0
user need bitch bring pizza,1
"# bihday # heath # ledger , wouldve # turned 35 # today .",0
omg fuck bitches # basedgod,1
dont let # bigot skate true record,1
really # dancing street # streetdance # tinydancer # kids # saturday user user,0
going see drone thingy user tonight,0
"yes , # saturday people",0
user hopelessly love fictional character,0
"# cologne keep going stupids , keep commenting already  30 , donations # refugeeswelcome sucks",1
user relationship stop hoe hoe .,1
user user 6 god drake trash thank,1
user hoe meter went,1
user got ta get rid trash ass alex smith,1
user want wake alexs arms,0
ig twitter fb sc still pressed dm 3 months ago,0
user # little things make us # balloon # nic joly # editions,0
shes dumb bitch . shouldve said . extra shit unnecessary user lol relationship goals,1
great anti aging advice,0
"user cares looks better blue ivy , north , whatever celeb baby . read kid book u simple bitch .",1
# sean hannity fired comments muslims # blog # silver # gold # forex,0
need get sheriff rick show pussy ass police officers boss .,1
smells meaty dis bitch,1
"really hate fat bitch cause im bony , love smoking hella swishers im feeling lonely ( try ) voice",1
